Distance_(µm),Gray_Value
678.265,12.9436
678.694,12.8272
679.124,13.1837
679.553,13.3333
679.983,13.0001
680.412,12.7024
680.842,13.0478
681.271,13.697
681.701,14.2733
682.131,14.2272
682.56,14.4376
682.99,15.253
683.419,15.6667
683.849,15.6393
684.278,15.3499
684.708,14.8893
685.137,14.3858
685.567,13.9518
685.997,14.0951
686.426,15.3775
686.856,16.167
687.285,16.3019
687.715,15.5157
688.144,14.6072
688.574,13.5315
689.003,13.2735
689.433,13.1846
689.863,13.4365
690.292,13.9998
690.722,13.7348
691.151,13.6023
691.581,13.2353
692.01,12.6717
692.44,12.7586
692.869,13.6155
693.299,14.1636
693.729,14.4599
694.158,14.2085
694.588,13.6802
695.017,13.6667
695.447,13.6667
695.876,13.6667
696.306,13.6667
696.735,13.6045
697.165,13.5895
697.594,13.834
698.024,13.6531
698.454,13.4611
698.883,13.6333
699.313,14.2975
699.742,15.0628
700.172,15.5464
700.601,15.0525
701.031,14.1144
701.461,13.3901
701.89,13.3333
702.32,13.3706
702.749,13.5599
703.179,13.3835
703.608,12.7178
704.038,12.4343
704.467,12.5095
704.897,13.1914
705.326,13.9251
705.756,14.0195
706.186,13.8667
706.615,13.8884
707.045,14.9316
707.474,15.1606
707.904,14.9968
708.333,14.6214
708.763,14.4867
709.192,14.3287
709.622,14.3007
710.052,14.3202
710.481,14.1178
710.911,13.7914
711.34,13.3819
711.77,13.6996
712.199,14.222
712.629,15.1283
713.058,15.5777
713.488,15.0477
713.918,14.7125
714.347,14.6667
714.777,14.5622
715.206,14.189
715.636,13.7217
716.065,13.3797
716.495,13.193
716.924,13.251
717.354,13.3057
717.784,13.0407
718.213,12.8091
718.643,12.9395
719.072,12.7877
719.502,12.7478
719.931,12.3333
720.361,12.3333
720.79,12.3333
721.22,12.571
721.649,13.4818
722.079,13.9575
722.509,14.3491
722.938,14.6667
723.368,14.7276
723.797,15.0002
724.227,14.6833
724.656,14.1492
725.086,13.8485
725.515,13.9651
725.945,14.3319
726.375,14.7113
726.804,14.5241
727.234,14.1964
727.663,13.9116
728.093,14.3827
728.522,15.4682
728.952,16.769
729.381,17.9345
729.811,18.1089
730.241,17.1039
730.67,15.8159
731.1,15.211
731.529,15.5901
731.959,16.2617
732.388,16.5596
732.818,15.8812
733.247,14.8094
733.677,13.7639
734.107,12.9423
734.536,12.4124
734.966,12.7535
735.395,13.2835
735.825,13.3808
736.254,13.3485
736.684,13.4835
737.113,13.9222
737.543,14.5987
737.973,14.919
738.402,14.6559
738.832,14.5878
739.261,15.1305
739.691,15.6197
740.12,15.628
740.55,15.2339
740.979,14.5641
741.409,14.0854
741.839,14
742.268,13.9636
742.698,13.4939
743.127,12.6201
743.557,12.3333
743.986,12.3333
744.416,12.3333
744.845,12.4793
745.275,12.4673
745.704,12.3333
746.134,12.3333
746.564,12.3333
746.993,12.3333
747.423,12.3333
747.852,11.7673
748.282,11.1982
748.711,11.317
749.141,11.8234
749.57,12.1724
750,12.5
