Distance_(µm),Gray_Value
277.921,19.7492
278.351,20.1787
278.78,20.4789
279.21,21.2268
279.639,22.1552
280.069,22.515
280.498,22.5444
280.928,22.3769
281.357,22.2928
281.787,22.3317
282.216,22.3333
282.646,22.3333
283.076,21.9608
283.505,21.5618
283.935,21.2775
284.364,20.9767
284.794,20.2947
285.223,20.2052
285.653,20.2096
286.082,19.7423
286.512,19.7742
286.942,19.8448
287.371,20.139
287.801,20.4088
288.23,20.357
288.66,20.9312
289.089,21.5423
289.519,21.9272
289.948,21.8137
290.378,21.6675
290.808,21.896
291.237,22.0384
291.667,22.1224
292.096,22.3134
292.526,22.3947
292.955,22.0116
293.385,22
293.814,21.9592
294.244,21.9683
294.674,21.4383
295.103,21.0119
295.533,21.0068
295.962,21.3841
296.392,21.5972
296.821,21.7276
297.251,21.0544
297.68,20.5747
298.11,20.3892
298.54,20.811
298.969,21.2384
299.399,21.1544
299.828,21.322
300.258,21.4376
300.687,21.6529
301.117,22.184
301.546,22.3922
301.976,22.4309
302.405,22.6333
302.835,22.8356
303.265,22.743
303.694,22.5377
304.124,22.2602
304.553,22.3361
304.983,22.3333
305.412,21.8914
305.842,21.9604
306.271,22.0278
306.701,21.7199
307.131,21.9654
307.56,22.3347
307.99,22.9288
308.419,22.7543
308.849,22.6414
309.278,22.5544
309.708,22.6667
310.137,22.6667
310.567,22.6296
310.997,22.3031
311.426,22.018
311.856,22.3843
312.285,22.9485
312.715,23.3135
313.144,23.6244
313.574,23.0786
314.003,22.5747
314.433,22.619
314.863,22.8699
315.292,23.3331
315.722,23.0682
316.151,22.8675
316.581,22.9696
317.01,22.9399
317.44,22.7231
317.869,22.4049
318.299,21.8364
318.729,21.4164
319.158,21.48
319.588,21.9834
320.017,21.7516
320.447,21.511
320.876,21.559
321.306,21.9456
321.735,22.4741
322.165,22.8843
322.595,22.7583
323.024,22.554
323.454,22.2984
323.883,22.0334
324.313,21.7365
324.742,21.2535
325.172,20.9885
325.601,21.5764
326.031,21.8899
326.46,21.8644
326.89,21.5118
327.32,21.3706
327.749,21.5004
328.179,20.6264
328.608,20.4152
329.038,20.547
329.467,20.7418
329.897,20.6593
330.326,20.2927
330.756,20.0105
331.186,19.9462
331.615,20.0785
332.045,20.4095
332.474,21.8504
332.904,22.1354
333.333,21.6327
333.763,20.4847
334.192,20.0083
334.622,20.5462
335.052,20.634
335.481,20.4705
335.911,20.2488
336.34,20.0464
336.77,19.9065
337.199,19.6741
337.629,19.4479
338.058,19.5706
338.488,20.2404
338.918,20.9565
339.347,21.3511
339.777,21.2129
340.206,20.7505
340.636,21.5494
341.065,22.1333
341.495,22.358
341.924,22.261
342.354,21.9623
342.784,21.4242
343.213,21.8118
343.643,22.0322
344.072,21.9124
344.502,21.655
344.931,21.6684
345.361,21.5572
345.79,21.5483
346.22,21.7449
346.649,22.0871
347.079,22.393
347.509,21.9787
347.938,22
348.368,21.9901
348.797,22.0012
349.227,22.2921
349.656,22.5603
350.086,22.5942
350.515,22.3333
350.945,22.3333
351.375,22.5276
351.804,22.189
352.234,22.1224
352.663,22.3836
353.093,22.8316
353.522,23.299
353.952,23.7663
354.381,23.927
354.811,23.9416
355.241,23.8544
355.67,23.6812
356.1,23.0194
356.529,22.1091
356.959,20.6289
357.388,20.1615
357.818,19.9785
358.247,19.8345
358.677,19.4679
359.107,19.2932
359.536,19.0141
359.966,18.9729
360.395,18.8429
360.825,18.6667
361.254,18.7113
361.684,19.1787
362.113,19.5504
362.543,19.6982
362.973,19.7068
363.402,19.7135
363.832,19.984
364.261,20.2087
364.691,20.6041
365.12,21.4297
365.55,21.9995
365.979,21.7983
366.409,21.2754
366.839,20.5534
367.268,20.3333
367.698,20.3333
368.127,20.2777
368.557,20.217
368.986,20.3335
369.416,20.5359
369.845,20.8814
370.275,21.7404
370.704,22.6529
371.134,23.5835
371.564,24.3547
371.993,25.3574
372.423,25.8625
372.852,26.3097
373.282,26.5838
373.711,26.4568
374.141,25.6699
374.57,25.3439
375,25
375.43,24.9017
375.859,24.6367
376.289,24.2646
376.718,23.781
377.148,23.4146
377.577,23.0712
378.007,22.3952
378.436,21.7066
378.866,21.2385
379.296,20.9527
379.725,20.5036
380.155,19.9868
380.584,19.831
381.014,19.79
381.443,19.7223
381.873,19.5798
382.302,19.1234
382.732,19.2698
383.161,19.5231
383.591,19.7188
384.021,19.9817
384.45,20.0443
384.88,19.5842
385.309,18.9139
385.739,18.5655
386.168,18.7633
386.598,19.0228
387.027,19
387.457,18.8349
387.887,18.9044
388.316,19.1067
388.746,19.3091
389.175,19.464
389.605,19.7138
390.034,19.9162
390.464,20.2485
390.893,20.36
391.323,21.1617
391.753,21.7572
392.182,22.3608
392.612,22.7659
393.041,22.7033
393.471,22.6667
393.9,22.6297
394.33,22.5756
394.759,22.3009
395.189,21.7564
395.619,21.4473
396.048,21.0313
396.478,20.596
396.907,20.5304
397.337,21.5083
397.766,21.3813
398.196,20.6203
398.625,20.0365
399.055,19.84
399.485,19.9026
399.914,19.7627
400.344,19.8644
400.773,20.0659
401.203,20.3309
401.632,20.559
402.062,20.7568
402.491,20.9707
402.921,20.7625
403.351,20.61
403.78,20.2608
404.21,20.2178
404.639,20.6066
405.069,20.6187
405.498,20.554
405.928,21.1942
406.357,22.3008
406.787,22.8711
407.216,22.9987
407.646,22.8045
408.076,22.4879
408.505,22.8116
408.935,23.1006
409.364,23.3861
409.794,23.6549
410.223,23.5024
410.653,23.6298
411.082,23.6209
411.512,23.3013
411.942,23.3017
412.371,23.1128
412.801,22.7071
413.23,22.3333
413.66,22.3488
414.089,22.6138
414.519,22.3368
414.948,22.0132
415.378,21.8434
415.808,21.6143
416.237,21.4654
416.667,21.0185
417.096,20.4746
417.526,20.3316
417.955,20.1921
418.385,20.004
418.814,20
419.244,20.131
419.674,20.626
420.103,21.0674
420.533,21.8323
420.962,22.6131
421.392,23.4742
421.821,23.8914
422.251,24
422.68,23.5063
423.11,23.0648
423.54,22.8898
423.969,22.6249
424.399,22.4654
424.828,22.421
425.258,22.7671
425.687,23.1197
426.117,23.0181
426.546,22.3909
426.976,22.1126
427.405,21.9028
427.835,22.0934
428.265,22.3333
428.694,22.3333
429.124,22.3333
429.553,22.6873
429.983,23.1369
430.412,23.3032
430.842,22.6291
431.271,21.9097
431.701,22.0766
432.131,22.4286
432.56,22.9588
432.99,23.4261
433.419,23.6532
433.849,23.2612
434.278,22.8385
434.708,22.3711
435.137,22.2025
435.567,21.8235
435.997,21.8655
436.426,21.9402
436.856,21.6753
437.285,21.0978
437.715,20.4786
438.144,20.3333
438.574,20.3847
439.003,20.6497
439.433,20.6667
439.863,20.8081
440.292,21.2731
440.722,21.6237
441.151,21.3587
441.581,20.6539
442.01,20.2333
442.44,20.6653
442.869,20.7332
443.299,20.6231
443.729,20.2234
444.158,19.6328
444.588,19.3333
445.017,19.3072
445.447,19.061
445.876,19.2239
446.306,19.4263
446.735,19.6287
447.165,19.8133
447.595,19.7456
448.024,19.9024
448.454,19.8952
448.883,19.6151
449.313,19.1571
449.742,19.016
450.172,19
450.601,19.1376
451.031,19.3997
451.46,19.6671
451.89,19.564
452.32,19.1478
452.749,18.9213
453.179,19
453.608,18.8046
454.038,18.5977
454.467,18.5494
454.897,18.6667
455.326,18.6142
455.756,18.3492
456.186,18.1446
456.615,18.1296
457.045,18.1638
457.474,18.7365
457.904,19.2686
458.333,19.5998
458.763,19.6468
459.192,19.7707
459.622,20.0062
460.052,20.2776
460.481,20.6208
460.911,20.5635
461.34,20.6317
461.77,20.6454
462.199,20.4949
462.629,20.5191
463.058,20.3623
463.488,19.9128
463.918,19.7045
464.347,19.6418
464.777,19.7495
465.206,19.9984
465.636,20
466.065,20
466.495,20
466.924,20.1399
467.354,20.3296
467.784,20.1924
468.213,20.2572
468.643,20.5848
469.072,20.8219
469.502,20.5236
469.931,20.3333
470.361,20.3333
470.79,20.3333
471.22,20.8776
471.649,21.598
472.079,22.0915
472.509,22.7413
472.938,22.9731
473.368,22.9935
473.797,22.788
474.227,22.5014
474.656,21.8144
475.086,20.8578
475.515,20.3058
475.945,19.8948
476.375,19.6667
476.804,19.5389
477.234,19.3343
477.663,19.0337
478.093,19.0968
478.522,19.3333
478.952,19.4729
479.381,19.4588
479.811,19.5985
480.241,19.8854
480.67,20.2175
481.1,20.0702
481.529,20
481.959,20
482.388,19.978
482.818,19.7058
483.247,19.5312
483.677,19.3454
484.107,19.2348
484.536,19.0716
484.966,19.3363
485.395,19.2856
485.825,18.9559
486.254,18.8508
486.684,18.9477
487.113,19.0103
487.543,18.7719
487.973,18.6429
488.402,18.7621
488.832,19
489.261,19
489.691,19.2514
490.12,19.5164
490.55,19.6884
490.979,19.5081
491.409,19.0137
491.839,18.6359
492.268,18.2954
492.698,18.3497
493.127,18.3541
493.557,18.3151
493.986,18.189
494.416,18.029
494.845,18.1375
495.275,18.3333
495.704,18.337
496.134,18.3333
496.564,18.5456
496.993,18.8383
497.423,19.1486
497.852,19
498.282,18.943
498.711,18.9021
499.141,18.903
499.57,18.6667
500,18.7315
500.43,19.134
500.859,19.1922
501.289,18.9273
501.718,18.6641
502.148,18.3973
502.577,18.5344
503.007,18.4504
503.436,18.3333
503.866,18.3333
504.296,18.6735
504.725,19.111
505.155,19.6644
505.584,20.5568
506.014,21.7484
506.443,22.7798
506.873,23.1622
507.302,22.949
507.732,22.5561
508.161,21.8864
508.591,20.7008
509.021,19.7045
509.45,19.1077
509.88,19.034
510.309,19.08
510.739,18.4949
511.168,18.1659
511.598,18.1308
512.027,17.9743
512.457,17.9328
512.887,17.859
513.316,18.1567
513.746,18.424
514.175,18.6935
514.605,19.1862
515.034,20.0006
515.464,21.1267
515.893,21.688
516.323,21.9894
516.753,21.9564
517.182,21.5235
517.612,20.7423
518.041,19.9014
518.471,19.5704
518.9,19.1031
519.33,18.9599
519.759,19.0186
520.189,19
520.619,19
521.048,18.7826
521.478,18.7395
521.907,18.6935
522.337,18.6667
522.766,18.6705
523.196,18.9077
523.625,19.3711
524.055,19.5496
524.485,19.2847
524.914,19.0197
525.344,18.9965
525.773,19.1976
526.203,19.4869
526.632,19.6667
527.062,19.6783
527.491,19.9086
527.921,20.1035
528.351,19.9234
528.78,19.9744
529.21,20.2969
529.639,20.5619
530.069,20.8793
530.498,21.2928
530.928,21.6289
531.357,21.6449
531.787,21.4668
532.216,21.5664
532.646,21.4811
533.076,20.9836
533.505,19.9585
533.935,19.3968
534.364,19.2318
534.794,19.2194
535.223,19.0237
535.653,19.2717
536.082,19.4822
536.512,19.4099
536.942,19.3082
537.371,19.0068
537.801,18.7367
538.23,18.4442
538.66,18.3333
539.089,18.3574
539.519,18.6499
539.948,18.4576
540.378,18.3333
540.808,18.3521
541.237,18.256
541.667,18.6481
542.096,18.8876
542.526,18.9101
542.955,18.804
543.385,18.6774
543.814,18.3333
544.244,18.5714
544.674,18.5488
545.103,18.545
545.533,18.3003
545.962,18.0308
546.392,18.337
546.821,18.7803
547.251,18.9826
547.68,19
548.11,19.1151
548.539,19.1213
548.969,18.9725
549.399,18.9931
549.828,19.1968
550.258,19.2778
550.687,19.0235
551.117,19
551.546,19.0747
551.976,19.1276
552.406,18.9223
552.835,18.7526
553.265,18.8637
553.694,19.3189
554.124,19.333
554.553,19.2438
554.983,19.0171
555.412,18.9007
555.842,19.1134
556.271,19.4226
556.701,19.6129
557.131,19.479
557.56,19.5061
557.99,19.8196
558.419,20.6145
558.849,21.2122
559.278,21.9127
559.708,22.7653
560.137,23.1792
560.567,22.8015
560.997,22.2671
561.426,21.3164
561.856,20.752
562.285,20.2963
562.715,19.7037
563.144,19.5727
563.574,19.6667
564.003,19.7608
564.433,20.0258
564.863,20.2908
565.292,20.3828
565.722,20.3415
566.151,20.5826
566.581,20.5601
567.01,20.0928
567.44,19.786
567.869,19.6667
568.299,19.5893
568.729,19.3306
569.158,19.084
569.588,18.7944
570.017,18.7081
570.447,18.9105
570.876,19.226
571.306,19.6448
571.735,19.4824
572.165,19.4416
572.594,19.411
573.024,19.2116
573.454,18.7491
573.883,18.8555
574.313,19.162
574.742,19.323
575.172,19.4632
575.601,19.6722
576.031,19.5137
576.461,19.1092
576.89,18.5863
577.32,18.1866
577.749,18.3507
578.179,18.6117
578.608,18.6816
579.038,18.7089
579.467,18.5065
579.897,18.7769
580.326,18.932
580.756,19
581.186,18.9975
581.615,19.172
582.045,19.1919
582.474,19.3735
582.904,19.5033
583.333,19.6842
583.763,19.61
584.192,19.0994
584.622,19
585.052,19.0785
585.481,19.3333
585.911,19.1718
586.34,18.7687
586.77,18.8051
587.199,18.9626
587.629,19.3333
588.058,19.3333
588.488,19.3643
588.918,19.3333
589.347,19.543
589.777,19.993
590.206,20.2583
590.636,20.1565
591.065,19.8579
591.495,19.7059
591.924,19.6516
592.354,19.84
592.784,20.1092
593.213,20.5024
593.643,20.505
594.072,20.6667
594.502,20.3597
594.931,20.6724
595.361,21.0859
595.79,21.337
596.22,21.6873
596.649,21.8667
597.079,21.8556
597.509,21.6987
597.938,21.3742
598.368,21.438
598.797,21.5102
599.227,21.8024
599.656,22
600.086,22
600.515,21.8477
600.945,21.4074
601.375,20.7257
601.804,20.1741
602.234,19.6667
602.663,19.8427
603.093,20.4821
603.522,20.2949
603.952,19.8291
604.381,19.1036
604.811,19.1876
605.241,19.212
605.67,19.6995
606.1,20.2614
606.529,21.2301
606.959,20.7027
607.388,20.3526
607.818,20.0346
608.247,19.9479
608.677,19.7455
609.107,19.6667
609.536,19.6667
609.966,19.6667
610.395,19.7678
610.825,19.9955
611.254,20.0088
611.684,19.6602
612.113,19.3794
612.543,19.3043
612.973,19.2832
613.402,19.306
613.832,19.517
614.261,19.2593
614.691,18.8342
615.12,18.9907
615.55,19.4362
615.979,19.6667
616.409,19.5775
616.839,19.2917
617.268,18.7617
617.698,19.1144
618.127,19.5045
618.557,19.5859
618.986,19.3209
619.416,19.0559
619.845,18.6082
620.275,18.2816
620.704,18.1516
621.134,18.3333
621.564,18.3333
621.993,18.534
622.423,18.799
622.852,19.051
623.282,19.3307
623.711,19.0767
624.141,19.0141
624.57,19.1228
625,19.287
625.43,19.3333
625.859,19.3175
626.289,19.0516
626.718,18.7973
627.148,18.3771
627.577,18.1747
628.007,18
628.436,18.0544
628.866,17.9009
629.296,17.7336
629.725,18.156
630.155,18.3845
630.584,18.621
631.014,18.4899
631.443,18.3637
631.873,18.4671
632.302,18.09
632.732,18.1208
633.161,18.3333
633.591,18.3767
634.021,18.9072
634.45,19.2186
634.88,19.1831
635.309,19.0196
635.739,18.6224
636.168,17.625
636.598,17.1231
637.027,17
637.457,17.1464
637.887,17.3694
638.316,18.0391
638.746,18.3676
639.175,18.3333
639.605,18.4293
640.034,18.9938
640.464,19
640.893,18.9427
641.323,18.6989
641.753,18.6667
642.182,18.668
642.612,18.6667
643.041,18.6667
643.471,18.7833
643.9,18.6361
644.33,18.3333
644.759,18.5195
645.189,18.6197
645.619,18.8801
646.048,18.65
646.478,18.6667
646.907,18.6667
647.337,18.8349
647.766,18.9968
648.196,18.7508
648.625,18.2209
649.055,17.7408
649.485,17.5206
649.914,17.4248
650.344,17.736
650.773,18.5427
651.203,19.1061
651.632,19.2616
652.062,19.083
652.491,19.3627
652.921,19.9752
653.351,20.9347
653.78,21.2605
654.21,20.7072
654.639,19.74
655.069,18.8528
655.498,18.654
655.928,18.5934
656.357,18.2827
656.787,18.0804
657.216,18.0258
657.646,17.8055
658.076,17.7339
658.505,17.6821
658.935,17.8651
659.364,18.0317
659.794,18
660.223,17.8822
660.653,17.6282
661.082,17.6132
661.512,17.521
661.942,17.3118
662.371,17.2257
662.801,17.2883
663.23,17.3509
663.66,18.0464
664.089,18.4761
664.519,18.3684
664.948,17.9904
665.378,17.7319
665.808,17.4973
666.237,17.4757
666.667,17.5854
667.096,17.874
667.526,17.6695
667.955,17.5466
668.385,17.2038
668.814,17.3164
669.244,17.894
669.674,18.0338
670.103,17.6981
670.533,17.7019
670.962,17.7425
671.392,17.8636
671.821,17.3922
672.251,17.1285
672.68,16.9381
673.11,17.0219
673.539,17.3328
673.969,17.5944
674.399,17.7351
674.828,17.5393
675.258,17.3333
675.687,17.1806
676.117,17
676.546,17.1873
676.976,17.2358
677.406,17.084
677.835,17.1556
678.265,17.2472
678.694,17.6412
679.124,18.0363
679.553,18.2696
679.983,18.3736
680.412,18.4278
