Distance_(µm),Gray_Value
410.223,17.86522
410.653,17.96315
411.082,18.16552
411.512,18.40244
411.942,18.80718
412.371,18.95554
412.801,19.00183
413.23,18.84402
413.66,19.03093
414.089,18.96831
414.519,18.7879
414.948,18.66667
415.378,18.85586
415.808,19.11646
416.237,19.52119
416.667,19.59259
417.096,19.53052
417.526,19.26632
417.955,19.00134
418.385,19
418.814,18.94616
419.244,18.87954
419.674,18.58687
420.103,18.34546
420.533,17.82283
420.962,17.41242
421.392,17.58484
421.821,17.91594
422.251,17.36451
422.68,17.08648
423.11,16.90993
423.54,17.01129
423.969,17.23654
424.399,17.4305
424.828,17.64128
425.258,17.41312
425.687,16.91229
426.117,16.92356
426.546,17.22252
426.976,17.86961
427.405,18.35052
427.835,18.42211
428.265,17.71478
428.694,17.48911
429.124,17.88546
429.553,18.04735
429.983,17.86561
430.412,17.86388
430.842,17.95678
431.271,18.12008
431.701,17.8551
432.131,17.59011
432.56,17.32512
432.99,16.90722
433.419,16.85802
433.849,16.86754
434.278,17.09336
434.708,17.29572
435.137,17.46421
435.567,18.14102
435.997,18.89641
436.426,19.27358
436.856,19.00859
437.285,18.48721
437.715,17.82067
438.144,17.58992
438.574,17.49801
439.003,17.35267
439.433,16.69715
439.863,15.79439
440.292,15.11073
440.722,14.79553
441.151,14.9979
441.581,14.91237
442.01,14.52912
442.44,14.23043
442.869,14.15529
443.299,14.65334
443.729,14.85968
444.158,15.08114
444.588,15.2835
445.017,15.48587
445.447,15.68824
445.876,15.74093
446.306,15.66667
446.735,15.66667
447.165,15.83104
447.595,16.03848
448.024,16.02138
448.454,15.95876
448.883,15.89614
449.313,15.6672
449.742,15.91178
450.172,15.85243
450.601,16.13765
451.031,16.39966
451.46,16.4782
451.89,16.43596
452.32,16.69843
452.749,16.74533
453.179,16.72711
453.608,16.99702
454.038,16.93108
454.467,16.88269
454.897,17.05087
455.326,17.28378
455.756,17.41916
456.186,17.41753
456.615,17.15254
457.045,16.89734
457.474,16.39863
457.904,16.86598
458.333,17.24074
458.763,17.48588
459.192,17.55386
459.622,17.56931
460.052,17.25458
460.481,17.33333
460.911,17.48427
461.34,17.88769
461.77,17.9454
462.199,17.41543
462.629,17.07124
463.058,16.84441
463.488,16.80521
463.918,16.72337
464.347,16.92574
464.777,17.17337
465.206,17.33047
465.636,17.4068
466.065,17.05804
466.495,16.99542
466.924,16.87982
467.354,16.98579
467.784,16.78866
468.213,16.66667
468.643,16.66667
469.072,16.60538
469.502,16.78892
469.931,16.81837
470.361,16.99544
470.79,17
471.22,16.92981
471.649,17.03265
472.079,17.23501
472.509,17.33333
472.938,17.33333
473.368,17.15139
473.797,16.93089
474.227,16.8465
474.656,16.3715
475.086,16.32239
475.515,16.61812
475.945,16.95113
476.375,16.89676
476.804,16.71024
477.234,16.43318
477.663,16.69759
478.093,17.24195
478.522,17.69511
478.952,17.69769
479.381,17.31894
479.811,16.85387
480.241,16.75506
480.67,17.05707
481.1,17.8551
481.529,18.22383
481.959,18.43248
482.388,18.78053
482.818,19.25643
483.247,19.49656
483.677,19.45838
484.107,19.33333
484.536,19.34314
484.966,18.99675
485.395,18.94102
485.825,18.61789
486.254,18.07026
486.684,17.46857
487.113,17.31835
487.543,17.40626
487.973,17.17398
488.402,17.1906
488.832,17.02093
489.261,17.3163
489.691,17.58476
490.12,17.84975
490.55,18.02175
490.979,17.81443
491.409,17.35475
491.839,17.0903
492.268,17
492.698,17
493.127,17.02078
493.557,17
493.986,16.76537
494.416,16.50038
494.845,16.2354
495.275,15.98487
495.704,16.02818
496.134,16.23425
496.564,16.17545
496.993,15.82836
497.423,15.5181
497.852,15.7042
498.282,15.80895
498.711,15.56881
499.141,15.4924
499.57,15.18089
500,15.43518
500.43,16.22066
500.859,16.80775
501.289,17
501.718,17
502.148,17.05446
502.577,17.47079
503.007,17.66056
503.436,17.731
503.866,17.99599
504.296,18
504.725,17.83727
505.155,17.79095
505.584,18.08867
506.014,18.33746
506.443,18.17182
506.873,18.29343
507.302,18.44922
507.732,18.56062
508.161,18.10567
508.591,18.04786
509.021,18.4959
509.45,18.55918
509.88,18.28911
510.309,17.80503
510.739,17.31615
511.168,16.84065
511.598,16.62291
512.027,16.66667
512.457,16.66667
512.887,16.00487
513.316,15.67106
513.746,15.84803
514.175,16.41819
514.605,16.65784
515.034,16.30928
515.464,16.15063
515.893,16.4979
516.323,17.01394
516.753,17.27892
517.182,17.33333
517.612,17.19933
518.041,17.17252
518.471,17.00403
518.9,17.03269
519.33,17.30604
519.759,17.5885
520.189,17.76651
520.619,17.56415
521.048,17.36178
521.478,17.426
521.907,17.41581
522.337,17.46336
522.766,17.76589
523.196,17.74231
523.625,17.21346
524.055,17.13627
524.485,17.60162
524.914,17.53303
525.344,17.33811
525.773,17.31272
526.203,17.42025
526.632,17.40545
527.062,17.20692
527.491,16.98587
527.921,16.68705
528.351,16.7669
528.78,17.0369
529.21,17.29687
529.639,17.5489
530.069,17.39155
530.498,17.33333
530.928,17.35395
531.357,17.6218
531.787,17.65623
532.216,17.56053
532.646,17.40991
533.076,17.33464
533.505,17.18752
533.935,17
534.364,17
534.794,17.11398
535.223,17.31668
535.653,17.14796
536.082,17.14891
536.512,17.34651
536.942,17.60748
537.371,17.6701
537.801,18.0857
538.23,18.30583
538.66,18.33333
539.089,18.39156
539.519,18.65007
539.948,18.45762
540.378,18.17717
540.808,17.63551
541.237,17.02923
541.667,16.96399
542.096,16.77911
542.526,16.57675
542.955,16.48415
543.385,16.54677
543.814,16.6422
544.244,16.73852
544.674,16.88633
545.103,17.01777
545.533,16.84271
545.962,16.66667
546.392,16.72783
546.821,16.82799
547.251,17.08813
547.68,16.95238
548.11,16.55861
548.539,16.37514
548.969,16.29294
549.399,16.42344
549.828,16.68289
550.258,16.88202
550.687,16.90306
551.117,16.86273
551.546,16.66181
551.976,16.66177
552.406,16.33026
552.835,16.05326
553.265,15.8988
553.694,16.21777
554.124,16.99866
554.553,17
554.983,17
555.412,17
555.842,17.10807
556.271,17.19655
556.701,17.20275
557.131,17.79515
557.56,18.22623
557.99,18.2732
558.419,17.94559
558.849,17.53389
559.278,17.15407
559.708,17
560.137,16.94635
560.567,16.74399
560.997,16.57693
561.426,16.17142
561.856,16.0842
562.285,15.96869
562.715,16.03131
563.144,16.22996
563.574,15.99105
564.003,15.81522
564.433,16.0833
564.863,16.52365
565.292,15.97414
565.722,15.63936
566.151,15.44654
566.581,15.41784
567.01,15.37791
567.44,14.79821
567.869,14.2006
568.299,14.3866
568.729,15.00625
569.158,15.02463
569.588,14.72833
570.017,14.82099
570.447,15.31271
570.876,15.7793
571.306,15.73075
571.735,15.08801
572.165,14.59107
572.594,14.58897
573.024,14.66959
573.454,14.66667
573.883,14.85548
574.313,15.12047
574.742,15.42727
575.172,15.83769
575.601,16.16972
576.031,16.90206
576.461,17.09326
576.89,16.81522
577.32,17.29504
577.749,17.57369
578.179,17.72528
578.608,17.78522
579.038,18.11283
579.467,18.60061
579.897,18.8783
580.326,18.88209
580.756,18.92814
581.186,19.02692
581.615,19.11989
582.045,18.7354
582.474,18.26804
582.904,17.74313
583.333,17.31584
583.763,17.20619
584.192,17.51436
584.622,17.52384
585.052,17.54238
585.481,17.35013
585.911,17.44694
586.34,17.60481
586.77,18.07216
587.199,18.36195
587.629,18.66497
588.058,18.566
588.488,18.54486
588.918,18.61226
589.347,18.75296
589.777,18.67335
590.206,18.32004
590.636,18.09218
591.065,18.12658
591.495,18.10653
591.924,18.04391
592.354,17.98129
592.784,17.91867
593.213,17.86649
593.643,17.47327
594.072,17.374
594.502,17.57636
594.931,17.37857
595.361,17.32038
595.79,17.54959
596.22,17.67169
596.649,17.48843
597.079,17.45724
597.509,17.6596
597.938,17.83391
598.368,17.77906
598.797,17.70867
599.227,17.64605
599.656,17.66667
600.086,17.63956
600.515,17.44707
600.945,17.39557
601.375,17.33333
601.804,17.24108
602.234,17.00386
602.663,17.08801
603.093,17.13606
603.522,17.06674
603.952,17.41062
604.381,17.89924
604.811,18.08023
605.241,18.50172
605.67,18.77053
606.1,18.60386
606.529,18.33887
606.959,18.44502
607.388,18.83849
607.818,19.0071
608.247,19.38774
608.677,19.65273
609.107,19.53914
609.536,19.4806
609.966,19.46138
610.395,19.28732
610.825,19.02234
611.254,18.75735
611.684,18.49027
612.113,18.30785
612.543,18
612.973,18
613.402,17.722
613.832,17.49261
614.261,17.23578
614.691,16.86163
615.12,16.37756
615.55,16.10748
615.979,15.86902
616.409,16.15505
616.839,16.63391
617.268,16.74826
617.698,16.40264
618.127,16.05298
618.557,15.88687
618.986,16.10716
619.416,16.05264
619.845,15.90553
620.275,16.0299
620.704,16.0172
621.134,15.87939
621.564,15.68081
621.993,15.79599
622.423,16.07388
622.852,15.86884
623.282,15.66667
623.711,15.67155
624.141,15.94627
624.57,16.04738
625,16
625.43,16
625.859,15.71611
626.289,15.16675
626.718,15.20275
627.148,15.71726
627.577,15.99383
628.007,16.13401
628.436,16.10328
628.866,15.82565
629.296,15.66296
629.725,15.66667
630.155,15.65506
630.584,15.83372
631.014,15.88908
631.443,15.71524
631.873,15.77969
632.302,15.80733
632.732,15.57542
633.161,15.66667
633.591,15.66667
634.021,15.66667
634.45,15.20566
634.88,15.11531
635.309,15.04883
635.739,15.00993
636.168,15.07255
636.598,15.6583
637.027,16.42554
637.457,16.70714
637.887,16.33873
638.316,16.78001
638.746,16.69303
639.175,16.07055
639.605,15.84173
640.034,15.69423
640.464,15.71599
640.893,15.57197
641.323,15.52146
641.753,15.27663
642.182,15.01028
642.612,15
643.041,14.81501
643.471,14.66667
643.9,14.84861
644.33,15.09888
644.759,15.56546
645.189,15.60912
645.619,15.66388
646.048,15.68986
646.478,16.02901
646.907,16.68989
647.337,16.79807
647.766,16.23024
648.196,15.78232
648.625,15.67492
649.055,15.66667
649.485,16.04854
649.914,16.2268
650.344,15.78255
650.773,15.66667
651.203,15.66667
651.632,15.90424
652.062,16.10326
652.491,16.33333
652.921,16.33333
653.351,16.12199
653.78,16.02673
654.21,15.97279
654.639,16.13806
655.069,15.88041
655.498,15.99186
655.928,15.69587
656.357,15.67112
656.787,16.09112
657.216,16.26291
657.646,15.81443
658.076,15.58744
658.505,14.99375
658.935,14.68551
659.364,14.93433
659.794,15.33586
660.223,15.33333
660.653,15.28389
661.082,15.0189
661.512,14.93059
661.942,14.66667
662.371,14.7379
662.801,15.0861
663.23,15.28847
663.66,15.37853
664.089,15.34639
664.519,15.40269
664.948,15.7646
665.378,15.96697
665.808,16.28214
666.237,16.15387
666.667,15.66667
667.096,15.45937
667.526,15.66386
667.955,15.82861
668.385,15.79623
668.814,15.83162
669.244,16.13746
669.674,16.60481
670.103,16.54363
670.533,16.1892
670.962,15.92421
671.392,15.80756
671.821,16.27289
672.251,16.53742
672.68,16.75861
673.11,16.86522
673.539,16.33483
