Distance_(µm),Gray_Value
673.969,16.09496
674.399,16.43337
674.828,17.06004
675.258,17.7394
675.687,18.31903
676.117,18.30718
676.546,17.73024
676.976,17.13027
677.406,16.87048
677.835,16.35984
678.265,16.28553
678.694,16.09297
679.124,16.40359
679.553,16.93896
679.983,16.85943
680.412,17.01413
680.842,17.12899
681.271,17.26834
681.701,17.28981
682.131,17.39985
682.56,17.6857
682.99,17.50458
683.419,17.20027
683.849,17.05062
684.278,17.40264
684.708,17.25983
685.137,17.05746
685.567,16.80686
685.997,16.63645
686.426,16.35136
686.856,16.20504
687.285,16.16231
687.715,16.0798
688.144,16.03436
688.574,16.50172
689.003,16.70401
689.433,16.54366
689.863,16.23013
690.292,15.70426
690.722,15.71573
691.151,15.77568
691.581,15.85802
692.01,15.7268
692.44,16.04002
692.869,16.05783
693.299,15.81157
693.729,15.67031
694.158,15.66667
694.588,15.78923
695.017,15.99751
695.447,16.31272
695.876,16.77663
696.306,16.77911
696.735,16.66667
697.165,16.62502
697.594,17.08004
698.024,17.20714
698.454,16.77177
698.883,16.65815
699.313,16.66667
699.742,16.8299
700.172,17.09488
700.601,17.35987
701.031,17.54021
701.461,17.79098
701.89,17.90851
702.32,17.65701
702.749,17.40894
703.179,17.05021
703.608,16.79962
704.038,16.37395
704.467,16.07808
704.897,16.33094
705.326,16.4538
705.756,16.24991
706.186,15.83636
706.615,15.3815
707.045,15.33333
707.474,15.46564
707.904,15.46869
708.333,15.38374
708.763,15.40607
709.192,15.60844
709.622,15.7782
710.052,16.1764
710.481,16.11779
710.911,15.79139
711.34,15.38188
711.77,14.88862
712.199,14.66667
712.629,14.70253
713.058,14.67953
713.488,14.94405
713.918,15.24112
714.347,15.62294
714.777,15.49209
715.206,15.36942
715.636,15.6344
716.065,15.66667
716.495,15.71535
716.924,15.84539
717.354,15.62901
717.784,15.09088
718.213,15.06262
718.643,15
719.072,15
719.502,15.01165
719.931,14.99919
720.361,14.92838
720.79,14.88732
721.22,14.79058
721.649,14.87801
722.079,15.19503
722.509,14.82944
722.938,14.84099
723.368,15.35739
723.797,15.66915
724.227,15.93414
724.656,16.19912
725.086,16.52246
725.515,16.66667
725.945,16.66964
726.375,16.67479
726.804,16.66667
727.234,16.50469
727.663,15.96533
728.093,15.86025
728.522,16.0483
728.952,16.20545
729.381,16.17843
729.811,15.67639
730.241,15.66667
730.67,15.62296
731.1,15.23024
731.529,15.19545
731.959,15.44546
732.388,16.07493
732.818,16.83448
733.247,16.97947
733.677,16.89842
734.107,16.98759
734.536,16.78522
734.966,16.66667
735.395,16.37465
735.825,15.91123
736.254,15.68943
736.684,15.69924
737.113,15.79568
737.543,15.8002
737.973,15.87399
738.402,16.32131
738.832,16.05632
739.261,15.83153
739.691,15.80699
740.12,16.60863
740.55,17.3823
740.979,17.987
741.409,19.0442
741.839,19.82853
742.268,19.66667
742.698,18.89395
743.127,17.63952
743.557,16.53003
743.986,16.20943
744.416,15.53971
744.845,14.94158
745.275,14.68119
745.704,14.5619
746.134,14.67869
746.564,14.92784
746.993,15.39519
747.423,15.61913
747.852,15.59315
748.282,15.437
748.711,15.05209
749.141,15.60672
749.57,15.69184
750,15.5
