Distance_(µm),Gray_Value
63.144,18.6667
63.574,18.799
64.003,18.6962
64.433,18.8069
64.863,18.6717
65.292,18.6177
65.722,18.9244
66.151,19.9217
66.581,20.2396
67.01,20.0928
67.44,19.7093
67.869,19.4369
68.299,18.7342
68.729,18.4985
69.158,19.0711
69.588,20.4034
70.017,21.7932
70.447,22.0449
70.876,22
71.306,22.1046
71.735,22.4194
72.165,22.6757
72.595,22.6667
73.024,22.7294
73.454,22.5159
73.883,22.0523
74.313,21.2809
74.742,19.9742
75.172,19.2572
75.601,19.0692
76.031,19.469
76.46,20.1919
76.89,21.4433
77.32,21.6667
77.749,21.588
78.179,21.6049
78.608,20.5412
79.038,19.6046
79.467,19.0889
79.897,18.8911
80.326,19.1467
80.756,19.5391
81.186,19.9796
81.615,20.8997
82.045,21.9032
82.474,22.5892
82.904,22.049
83.333,21.6965
83.763,21.5825
84.192,21.4323
84.622,21.9705
85.052,21.9769
85.481,21.6095
85.911,21.6275
86.34,21.2389
86.77,20.2861
87.199,20.1823
87.629,20.6839
88.058,21.1617
88.488,20.9569
88.918,20.3176
89.347,20.2701
89.777,20.7598
90.206,21.6195
90.636,22.399
91.065,22.7352
91.495,22.9376
91.924,23.087
92.354,23.3296
92.784,23.0327
93.213,22.0896
93.643,20.9915
94.072,19.9834
94.502,18.8488
94.931,18.5676
95.361,18.9909
95.79,19.2286
96.22,19.4268
96.649,19.9552
97.079,20.835
97.509,20.6879
97.938,19.79
98.368,19.3093
98.797,19
99.227,19.0452
99.656,19.4341
100.086,19.4206
100.515,19.2496
100.945,19.2001
101.375,19.6371
101.804,19.9806
102.234,20.0023
102.663,19.8027
103.093,19.3333
103.522,19.328
103.952,19.5957
104.381,19.7663
104.811,18.9855
105.241,18.2533
105.67,18.108
106.1,18.5742
106.529,18.5092
106.959,18.6169
107.388,19.16
107.818,19.6797
108.247,19.6168
108.677,19.5739
109.107,20.0412
109.536,20.6319
109.966,20.6056
110.395,20.5487
110.825,20.067
111.254,19.4379
111.684,18.8845
112.113,18.6821
112.543,18.7396
112.973,18.6107
113.402,18.5315
113.832,18.5732
114.261,18.3404
114.691,18.3333
115.12,18.4689
115.55,18.6876
115.979,18.5383
116.409,18.7132
116.838,18.6588
117.268,18.6095
117.698,18.4354
118.127,17.8662
118.557,17.9715
118.986,18.7039
119.416,19.1955
119.845,19.1654
120.275,19.0076
120.704,18.5747
121.134,18.0557
121.564,18.2122
121.993,18.4229
122.423,18.3173
122.852,18.0062
123.282,18.2178
123.711,18.4312
124.141,18.5076
124.57,19
125,18.9444
125.43,18.6947
125.859,18.492
126.289,18.4404
126.718,17.6561
127.148,17.1824
127.577,17.2698
128.007,17.3333
128.436,17.4762
128.866,18.2047
129.296,18.8897
129.725,19.3853
130.155,19.173
130.584,18.7193
131.014,18.7738
131.443,18.7812
131.873,18.5753
132.302,18.6667
132.732,18.5401
133.162,17.8078
133.591,17.8079
134.021,18.0464
134.45,18.3178
134.88,18.319
135.309,17.9434
135.739,17.7065
136.168,17.7006
136.598,17.7706
137.027,17.6679
137.457,17.7721
137.887,18.0609
138.316,18.0151
138.746,17.6667
139.175,17.7337
139.605,18.5286
140.034,18.7472
140.464,18.4896
140.893,17.6734
141.323,17.2717
141.753,17.5664
142.182,17.8772
142.612,17.9889
143.041,17.877
143.471,17.4129
143.9,17.0853
144.33,17
144.759,16.8226
145.189,16.1342
145.619,15.567
146.048,15.3618
146.478,15.0053
146.907,14.8584
147.337,14.8847
147.766,14.8744
148.196,15.1654
148.625,15.3333
149.055,15.2978
149.485,15.2958
149.914,15.0197
150.344,14.5129
150.773,14.249
151.203,14.2231
151.632,14.538
152.062,15.0808
152.491,15.9198
152.921,16.3562
153.351,16.5919
153.78,16.8425
154.21,17.4332
154.639,18.0319
155.069,18.4964
155.498,18.8488
155.928,19.2927
156.357,19.0099
156.787,18.3955
157.216,17.8215
157.646,17.7944
158.076,18.2606
158.505,18.5462
158.935,18.889
159.364,18.9752
159.794,19.1035
160.223,19.2887
160.653,19.6393
161.082,19.8156
161.512,19.7432
161.942,19.3559
162.371,19.0137
162.801,18.4084
163.23,17.7501
163.66,17.6667
164.089,17.5844
164.519,17.0265
164.948,17.0492
165.378,16.627
165.808,16.2152
166.237,16.3041
166.667,16.3704
167.096,16.3909
167.526,16.3333
167.955,16.2236
168.385,15.9385
168.814,15.3872
169.244,15.4995
169.674,15.8882
170.103,16.4055
170.533,16.8055
170.962,16.4417
171.392,16.5779
171.821,16.8866
172.251,17.0881
172.68,17.543
173.11,18.0103
173.54,18.4777
173.969,18.762
174.399,18.5876
174.828,17.9234
175.258,17.3752
175.687,17.5046
176.117,17.7517
176.546,17.6604
176.976,17.458
177.406,17.2556
177.835,17.0533
178.265,16.7757
178.694,16.6667
179.124,16.6667
179.553,16.7562
179.983,16.9829
180.412,16.9383
180.842,16.726
181.271,16.991
181.701,17.3339
182.131,17.9957
182.56,18.5763
182.99,19.7072
183.419,21.4142
183.849,22.4095
184.278,22.4874
184.708,21.742
185.137,21.5238
185.567,21.3813
185.997,21.3433
186.426,21.9733
186.856,22.0939
187.285,21.8141
187.715,21.3468
188.144,20.5567
188.574,20.1649
189.003,19.8152
189.433,20.1487
189.863,20.3154
190.292,20.4821
190.722,20.5208
191.151,20.6699
191.581,20.6968
192.01,20.9844
192.44,20.2965
192.869,19.6791
193.299,19.0005
193.729,18.6667
194.158,18.6667
194.588,18.3148
195.017,17.7454
195.447,17.82
195.876,19
196.306,19
196.735,18.3461
197.165,17.6769
197.594,17.2728
198.024,17.1296
198.454,17.0747
198.883,16.9739
199.313,16.5227
199.742,16.2119
200.172,16.9646
200.601,17
201.031,17
201.46,16.8369
201.89,16.7033
202.32,16.9754
202.749,17.2452
203.179,17.1613
203.608,16.8479
204.038,16.8097
204.467,16.2434
204.897,15.8897
205.326,15.8982
205.756,16.0053
206.186,15.9427
206.615,15.7295
207.045,15.4431
207.474,15.2496
207.904,15.3626
208.333,15.6492
208.763,15.5103
209.192,15.4769
209.622,15.8175
210.052,16.3494
210.481,17.0472
210.911,17.9047
211.34,18.3734
211.77,18.538
212.199,18.6252
212.629,18.6701
213.058,18.6075
213.488,18.865
213.918,19.2812
214.347,19.3804
214.777,19.32
215.206,19.9383
215.636,20.1016
216.065,20.0426
216.495,19.6549
216.924,18.9863
217.354,18.6922
217.784,18.7213
218.213,19.0929
218.643,19.4
219.072,19.6025
219.502,19.9721
219.931,19.8908
220.361,19.5067
220.79,18.9164
221.22,18.1183
221.649,17.8486
222.079,18.6182
222.509,19.6135
222.938,19.9147
223.368,19.3015
223.797,19.0217
224.227,19.4485
224.656,20.5303
225.086,21.8322
225.515,21.8012
225.945,20.6621
226.375,20.1861
226.804,20.126
227.234,20.2248
227.663,20
228.093,19.7921
228.522,19.4604
228.952,19
229.381,19.002
229.811,19.1876
230.241,19.611
230.67,19.6575
231.1,19.2378
231.529,19.0015
231.959,18.8883
232.388,19.0571
232.818,19.3404
233.247,19.6582
233.677,19.4228
234.107,19.4914
234.536,19.5235
234.966,19.0344
235.395,18.6947
235.825,19.0223
236.254,19.4941
236.684,19.673
237.113,19.2738
237.543,18.4399
237.973,17.5052
238.402,16.8484
238.832,16.309
239.261,15.8961
239.691,15.6082
240.12,15.6709
240.55,15.6667
240.979,15.6667
241.409,15.8175
241.838,16.5014
242.268,17.7513
242.698,17.7697
243.127,17.3244
243.557,16.8605
243.986,16.4033
244.416,15.5538
244.845,15.0979
245.275,14.911
245.704,14.938
246.134,15.2528
246.564,15.9263
246.993,16.3952
247.423,16.7302
247.852,16.9326
248.282,17.2682
248.711,18.1887
249.141,18.4066
249.57,18.1071
250,17.4907
250.43,17.1865
250.859,17.2402
251.289,17.1151
251.718,17.1155
252.148,17.2985
252.577,17.0111
253.007,16.5401
253.436,16.6177
253.866,17.0154
254.296,17.3758
254.725,17.6371
255.155,17.93
255.584,18.2419
256.014,18.2675
256.443,18.2829
256.873,18.0588
257.302,17.319
257.732,17
258.161,17.3358
258.591,17.9847
259.021,17.8058
259.45,17.5185
259.88,17.4055
260.309,17.3975
260.739,17.0098
261.168,16.9004
261.598,16.4416
262.027,15.8345
262.457,15.5937
262.887,15.7081
263.316,16.8191
263.746,17.3859
264.175,17.7384
264.605,18.2234
265.034,18.664
265.464,18.8295
265.893,18.9389
266.323,18.6061
266.753,17.6819
267.182,16.69
267.612,16.16
268.041,16.2703
268.471,16.3997
268.9,16.1117
269.33,15.966
269.759,15.6291
270.189,15.6667
270.619,15.8804
271.048,16.2426
271.478,16.7944
271.907,16.6578
272.337,16.3992
272.766,16.7727
273.196,17.8225
273.625,18.4744
274.055,18.0519
274.485,17.2771
274.914,16.6557
275.344,16.7048
275.773,17.3176
276.203,18.0617
276.632,18.0958
277.062,18.2199
277.491,19.1638
277.921,20.0893
278.351,20.8334
278.78,21.0776
279.21,20.4514
279.639,19.8906
280.069,19.1656
280.498,18.6068
280.928,17.9702
281.357,17.6317
281.787,17.492
282.216,17.7113
282.646,18.0595
283.076,17.9608
283.505,17.6305
283.935,17.8567
284.364,18.5538
284.794,19.0029
285.223,19.1327
285.653,18.8873
286.082,18.6699
286.512,18.1292
286.942,17.4742
287.371,17.1493
287.801,17.4645
288.23,17.6042
288.66,17.744
289.089,18.0796
289.519,18.7184
289.948,19
290.378,19
290.808,19.1657
291.237,18.8007
291.667,18.1739
292.096,17.1993
292.526,16.732
292.955,16.8478
293.385,17.2759
293.814,18.1957
294.244,18.6825
294.674,18.9475
295.103,19.1425
295.533,19.154
295.962,18.8171
296.392,18.5958
296.821,18.998
297.251,18.7952
297.68,18.7165
298.11,18.7626
298.54,19.5176
298.969,19.8614
299.399,20.1957
299.828,20.0875
300.258,19.3058
300.687,18.681
301.117,18.9223
301.546,19.4335
301.976,19.5905
302.405,19.4002
302.835,19.4933
303.265,19.7426
303.694,20.0683
304.124,20.1837
304.553,20.3755
304.983,20.4881
305.412,20.4114
305.842,20.544
306.271,21.1707
306.701,21.7833
307.131,21.4094
307.56,21.7051
307.99,21.8959
308.419,21.8704
308.849,21.9012
309.278,21.7554
309.708,22.3808
310.137,23.2307
310.567,23.8825
310.997,23.8988
311.426,22.4911
311.856,20.9049
312.285,19.5899
312.715,18.6894
313.144,17.9643
313.574,17.1238
314.003,16.5695
314.433,16.504
314.863,16.7352
315.292,17.0002
315.722,17.2652
316.151,17.4423
316.581,17.3877
317.01,17.3608
317.44,17.6703
317.869,17.6667
318.299,17.3581
318.729,17.436
319.158,18.6279
319.588,19.5172
320.017,19.1827
320.447,18.6643
320.876,18.5567
321.306,18.5374
321.735,18.7288
322.165,18.8589
322.595,19
323.024,19.1126
323.454,19.3683
323.883,19.5483
324.313,20.2417
324.742,20.9133
325.172,21.0492
325.601,19.975
326.031,19.4731
326.46,19.0683
326.89,18.6636
327.32,18.4198
327.749,18.6797
328.179,18.9498
328.608,18.9856
329.038,19.6865
329.467,20.2147
329.897,19.6593
330.326,19.0517
330.756,18.1715
331.186,17.7287
331.615,17.3727
332.045,17.2633
332.474,17.3333
332.904,17.3336
333.333,17.5874
333.763,17.592
334.192,17.0711
334.622,17.4324
335.052,18.1953
335.481,18.3333
335.911,18.2544
336.34,18.2449
336.77,18.8556
337.199,19.5031
337.629,19.6308
338.058,19.5906
338.488,19.3251
338.918,19.0922
339.347,18.9441
339.777,18.4171
340.206,17.7231
340.636,17.6498
341.065,17.7921
341.495,17.9076
341.924,18.5882
342.354,19.8143
342.784,21.7545
343.213,21.555
343.643,20.8185
344.072,20.1382
344.502,20.2253
344.931,20.0988
345.361,19.9874
345.79,19.9165
346.22,20.123
346.649,20.2549
347.079,19.8774
347.509,19.6292
347.938,19.1531
348.368,18.4641
348.797,18.1273
349.227,17.9086
349.656,18.1207
350.086,18.4641
350.515,18.785
350.945,19.3245
351.375,20.147
351.804,21.4176
352.234,22.8911
352.663,23.7169
353.093,23.2763
353.522,22.2232
353.952,21.1715
354.381,20.1263
354.811,19.3415
355.241,19.1422
355.67,18.9399
356.1,18.9114
356.529,18.8425
356.959,18.7022
357.388,18.3601
357.818,18.4857
358.247,18.3425
358.677,17.8434
359.107,17.6583
359.536,17.3162
359.966,16.6648
360.395,15.968
360.825,15.9939
361.254,16.3576
361.684,16.5599
362.113,16.4162
362.543,16.4821
362.973,16.9945
363.402,17.668
363.832,17.8648
364.261,17.9322
364.691,18.5629
365.12,18.6667
365.55,18.5708
365.979,18.1661
366.409,18.2003
366.839,18.3287
367.268,18.2426
367.698,17.945
368.127,17.7379
368.557,17.7683
368.986,17.5799
369.416,17.5697
369.845,18.209
370.275,18.1042
370.704,17.6735
371.134,17.3333
371.564,17.4269
371.993,17.8734
372.423,17.9229
372.852,17.9187
373.282,18.003
373.711,18.8325
374.141,19.8972
374.57,20.0252
375,19.4167
375.43,18.5701
375.859,18.1905
376.289,17.7735
376.718,17.5915
377.148,17.7222
377.577,18.5556
378.007,19.1481
378.436,19.7241
378.866,20.3176
379.296,21.1993
379.725,22.2297
380.155,21.8447
380.584,20.0529
381.014,19.2472
381.443,19.2277
381.873,18.8975
382.302,18.1736
382.732,17.4178
383.161,17.3841
383.591,17.4571
384.021,17.5492
384.45,17.1432
384.88,16.3086
385.309,15.6568
385.739,15.7069
386.168,15.7633
386.598,16.0228
387.027,15.9605
387.457,15.867
387.887,16.0334
388.316,15.9584
388.746,15.7364
389.175,16.0083
389.605,16.1205
390.034,16.2146
390.464,16.9152
390.893,17.6193
391.323,17.9252
391.753,17.6073
392.182,17.1439
392.612,17.0871
393.041,16.7411
393.471,16.2111
393.9,15.6281
394.33,14.9217
394.759,15.0324
395.189,15.6077
395.619,16.5269
396.048,17.1653
396.478,17.4994
396.907,17.6271
397.337,17.7207
397.766,17.2447
398.196,16.7088
398.625,16.2793
399.055,15.997
399.485,15.9367
399.914,15.4087
400.344,15.3761
400.773,15.642
401.203,15.6667
401.632,15.6567
402.062,15.6667
402.491,15.4673
402.921,15.2184
403.351,14.8718
403.78,14.9553
404.21,14.7793
404.639,14.5824
405.069,14.7649
405.498,15.2831
405.928,15.6829
406.357,16.7444
406.787,17.8977
407.216,18.5731
407.646,17.6466
408.076,16.8729
408.505,15.9524
408.935,15.0983
409.364,14.773
409.794,15.6306
410.223,15.8015
410.653,15.7035
411.082,15.8969
411.512,16.7728
411.942,17.7701
412.371,18.5828
412.801,18.9864
413.23,18.9162
413.66,18.5408
414.089,17.399
414.519,16.8073
414.948,16.5034
415.378,16.3209
415.808,16.0187
416.237,16.3908
416.667,16.2726
417.096,16.2118
417.526,17.0808
417.955,18.2569
418.385,19.7138
418.814,20.412
419.244,19.9515
419.674,19.1485
420.103,18.3367
420.533,17.2368
420.962,17.0336
421.392,17.3031
421.821,17.3259
422.251,16.8125
422.68,16.8464
423.11,16.8349
423.54,16.6325
423.969,16.4301
424.399,16.4305
424.828,16.6413
425.258,17.0206
425.687,17.3096
426.117,17.215
426.546,17.1647
426.976,16.8503
427.405,16.5592
427.835,16.1496
428.265,15.9963
428.694,16.1243
429.124,16.441
429.553,16.5813
429.983,16.4968
430.412,15.9834
430.842,15.5773
431.271,15.3333
431.701,15.241
432.131,14.74
432.56,14.6102
432.99,14.3659
433.419,14.1335
433.849,14.2243
434.278,14.5691
434.708,14.9624
435.137,15.3987
435.567,15.5298
435.997,15.7414
436.426,15.6667
436.856,15.6667
437.285,15.451
437.715,15.3591
438.144,15.5813
438.574,15.5973
439.003,15.0472
439.433,14.4558
439.863,14.3333
440.292,14.3088
440.722,14.4095
441.151,15.2533
441.581,15.7249
442.01,15.7341
442.44,15.7696
442.869,16.3505
443.299,17.2687
443.729,17.1021
444.158,16.6737
444.588,16.2976
445.017,16.06
445.447,15.858
445.876,15.7432
446.306,15.9456
446.735,16.5527
447.165,16.831
447.595,17.0516
448.024,17.6859
448.454,17.9541
448.883,17.6212
449.313,17.1527
449.742,16.9548
450.172,16.6994
450.601,16.2062
451.031,15.6147
451.46,14.9578
451.89,15.0237
452.32,15.9141
452.749,16.799
453.179,17.3922
453.608,17.8591
454.038,17.7268
454.467,17.2883
454.897,16.7197
455.326,16.517
455.756,15.7243
456.186,15.7474
456.615,15.769
457.045,15.4931
457.474,15.3997
457.904,16.2113
458.333,16.6924
458.763,16.6865
459.192,16.6051
459.622,17.0687
460.052,17.5361
460.481,17.9167
460.911,18.4361
461.34,18.8401
461.77,18.6879
462.199,18.8384
462.629,19.4183
463.058,20.728
463.488,22.605
463.918,23.39
464.347,23.5924
464.777,23.4105
465.206,22.7113
465.636,22.2019
466.065,20.979
466.495,20.449
466.924,19.4518
467.354,18.8702
467.784,18.878
468.213,18.9196
468.643,18.7173
469.072,18.3631
469.502,18.1014
469.931,17.949
470.361,17.6283
470.79,17.0804
471.22,17.314
471.649,17.7767
472.079,18.3954
472.509,19.1751
472.938,19.7576
473.368,20.1023
473.797,20.1459
474.227,19.6627
474.656,18.8064
475.086,17.8797
475.515,17.1323
475.945,16.7052
476.375,16.7404
476.804,17.2824
477.234,17.3333
477.663,17.2687
478.093,17.0879
478.522,17.1508
478.952,17.1818
479.381,17.2509
479.811,17.5462
480.241,17.2953
480.67,16.8889
481.1,16.4258
481.529,16.4776
481.959,16.4078
482.388,16.3672
482.818,16.5767
483.247,16.852
483.677,17.4059
484.107,17.8402
484.536,17.5235
484.966,17
485.395,17.1751
485.825,17.8654
486.254,19.0025
486.684,19.7299
487.113,19.9948
487.543,19.0653
487.973,18.5548
488.402,18.0546
488.832,17.3572
489.261,16.6875
489.691,16.2692
490.12,15.6814
490.55,15.0334
490.979,14.6667
491.409,14.6918
491.839,15.4774
492.268,15.7842
492.698,15.9486
493.127,16.3572
493.557,17.2927
493.986,17.0865
494.416,16.4553
494.845,15.8157
495.275,15.2145
495.704,15.5647
496.134,16.2028
496.564,17.1403
496.993,17.9353
497.423,18.5132
497.852,18.5259
498.282,18.2315
498.711,17.2749
499.141,15.9904
499.57,15.4873
500,15.5648
500.43,15.4087
500.859,15.2796
501.289,14.9304
501.718,15.2635
502.148,15.8688
502.577,16.5526
503.007,16.6728
503.436,16.5395
503.866,16.2157
504.296,16.1516
504.725,16.4443
505.155,16.9381
505.584,16.8483
506.014,16.1769
506.443,15.0704
506.873,14.2982
507.302,13.9901
507.732,13.6416
508.161,13.1495
508.591,12.5392
509.021,12.3481
509.45,12.6664
509.88,13.1258
510.309,13.7955
510.739,14.3505
511.168,14.6586
511.598,14.8095
512.027,15.1474
512.457,16.1447
512.887,16.4744
513.316,16.0197
513.746,15.6298
514.175,15.8007
514.605,16.2054
515.034,16.1144
515.464,16.1432
515.893,16.093
516.323,15.9105
516.753,15.6752
517.182,15.6667
517.612,15.6667
518.041,15.6667
518.471,15.7604
518.9,16.4354
519.33,16.887
519.759,16.9755
520.189,16.6693
520.619,16.3391
521.048,15.8091
521.478,16.1156
521.907,16.9048
522.337,17.4486
522.766,17.3407
523.196,17.3207
523.625,16.9622
524.055,16.3423
524.485,15.7317
524.914,15.7854
525.344,16.237
525.773,15.9794
526.203,15.4494
526.632,14.9519
527.062,14.5683
527.491,14.1035
527.921,14.1035
528.351,14.0785
528.78,14.3177
529.21,14.6794
529.639,14.4759
530.069,14.7772
530.498,14.7306
530.928,14.6054
531.357,14.5617
531.787,14.6667
532.216,14.5149
532.646,14.4168
533.076,14.6667
533.505,14.4931
533.935,14.3023
534.364,14.5821
534.794,15.2669
535.223,15.6164
535.653,16.1885
536.082,17.5888
536.512,18.5756
536.942,18.156
537.371,17.0189
537.801,16.2348
538.23,15.9101
538.66,15.9999
539.089,15.4679
539.519,14.3744
539.948,13.8236
540.378,13.6667
540.808,13.7848
541.237,14.0945
541.667,14.964
542.096,15.5505
542.526,15.3568
542.955,15.2336
543.385,15.8123
543.814,16.5301
544.244,16.4393
544.674,16.2316
545.103,15.9367
545.533,15.5596
545.962,15.8872
546.392,15.7554
546.821,15.1204
547.251,15.0804
547.68,15.3826
548.11,15.7788
548.539,15.3499
548.969,15.7921
549.399,16.4165
549.828,16.2664
550.258,15.8477
550.687,15.3804
551.117,14.8148
551.546,14.1761
551.976,13.6383
552.406,12.6744
552.835,12.9261
553.265,13.1361
553.694,13.3333
554.124,13.3333
554.553,13.0689
554.983,12.8527
555.412,12.6995
555.842,12.8988
556.271,13.738
556.701,14.4347
557.131,14.529
557.56,14.0863
557.99,13.3532
558.419,13.0428
558.849,12.8153
559.278,13.2992
559.708,13.752
560.137,14.0468
560.567,14.0198
560.997,14.1059
561.426,14
561.856,14.1025
562.285,14.3608
562.715,14.3921
563.144,14.6589
563.574,15.1714
564.003,15.5063
564.433,15.8094
564.863,15.7381
565.292,14.8012
565.722,14.3333
566.151,14.3624
566.581,14.0531
567.01,13.4233
567.44,13.4364
567.869,13.6833
568.299,13.6667
568.729,13.6792
569.158,13.7159
569.588,13.8652
570.017,13.8039
570.447,14.0689
570.876,14.3345
571.306,14.8645
571.735,15.2102
572.165,15.3969
572.594,15.7272
573.024,16.1139
573.454,16.3319
573.883,15.8707
574.313,15.5046
574.742,15.3752
575.172,15.6571
575.601,15.4193
576.031,14.6796
576.461,13.8879
576.89,13.747
577.32,14.7181
577.749,15.6084
578.179,16.3916
578.608,16.9851
579.038,16.8519
579.467,16.0991
579.897,16.0203
580.326,16.7224
580.756,17.8257
581.186,18.9089
581.615,19.1506
582.045,19.1373
582.474,18.5511
582.904,17.3229
583.333,16.6646
583.763,17.0344
584.192,17.6014
584.622,18.3624
585.052,18.9542
585.481,18.9968
585.911,17.8148
586.34,16.2227
586.77,14.5649
587.199,13.6577
587.629,13.0068
588.058,13.3082
588.488,12.9822
588.918,12.9244
589.347,13.2959
589.777,13.7
590.206,13.9354
590.636,14.266
591.065,14.4394
591.495,14.6667
591.924,14.6667
592.354,14.4168
592.784,14.252
593.213,14.1998
593.643,14.1485
594.072,14.1455
594.502,14.4876
594.931,14.6056
595.361,14.6478
595.79,14.6302
596.22,14.3602
596.649,14.1551
597.079,14.2887
597.509,15.0371
597.938,16.5859
598.368,17.0721
598.797,16.3679
599.227,15.6873
599.656,15.3333
600.086,15.3652
600.515,15.8153
600.945,16.6222
601.375,16.6397
601.804,15.8832
602.234,14.9946
602.663,14.3024
603.093,13.6271
603.522,13.2605
603.952,13.3841
604.381,13.563
604.811,13.4184
605.241,13.3333
605.67,13.501
606.1,13.4765
606.529,13.5157
606.959,13.5059
607.388,13.7238
607.818,13.9397
608.247,13.9479
608.677,13.7455
609.107,13.5431
609.536,13.3245
609.966,13.8181
610.395,13.9912
610.825,13.7515
611.254,13.605
611.684,13.3398
612.113,13.5401
612.543,13.8091
612.973,14.2975
613.402,14.4204
613.832,14.3171
614.261,14.1147
614.691,14.0154
615.12,14.5119
615.55,15.108
615.979,15.6799
616.409,15.9246
616.839,16.0995
617.268,16.3018
617.698,16.2868
618.127,15.9952
618.557,15.4831
618.986,15.5719
619.416,15.3857
619.845,16.3585
620.275,17.4672
620.704,18.2308
621.134,17.9519
621.564,16.5498
621.993,15.0642
622.423,13.8981
622.852,13.3844
623.282,13.9322
623.711,14.8554
624.141,15.2655
624.57,15.3258
625,14.7685
625.43,14.3574
625.859,13.8683
626.289,14.3504
626.718,14.9547
627.148,15.3743
627.577,16.4286
628.007,18.0722
628.436,18.5088
628.866,18.2703
629.296,17.4572
629.725,17.0075
630.155,16.0279
630.584,15.5739
631.014,14.6258
631.443,13.9393
631.873,13.7324
632.302,13.8921
632.732,14.2499
633.161,14.5464
633.591,14.9923
634.021,15.4153
634.45,15.8884
634.88,17.1879
635.309,17.3276
635.739,16.6102
636.168,16.4083
636.598,16.3289
637.027,16.6645
637.457,17.0741
637.887,17.6407
638.316,17.3246
638.746,16.3015
639.175,15.5814
639.605,15.6077
640.034,15.6364
640.464,15.7801
640.893,16.6791
641.323,17.8401
641.753,19.4373
642.182,19.8163
642.612,19.8845
643.041,19.5673
643.471,18.513
643.9,16.8574
644.33,15.037
644.759,14.3842
645.189,13.9801
645.619,13.6667
646.048,13.5128
646.478,13.6329
646.907,14.3763
647.337,15.1725
647.766,16.307
648.196,17.6557
648.625,19.0161
649.055,21.1642
649.485,22.4519
649.914,22.6887
650.344,21.6279
650.773,19.73
651.203,18.21
651.632,16.573
652.062,15.5836
652.491,15.3186
652.921,15.0695
653.351,15.402
653.78,16.3623
654.21,17.2956
654.639,18.3918
655.069,18.577
655.498,18.1512
655.928,16.8963
656.357,15.7414
656.787,14.9083
657.216,14.5636
657.646,14.0374
658.076,14.0388
658.505,14.0063
658.935,14.3145
659.364,15.1284
659.794,15.6967
660.223,14.8257
660.653,13.5814
661.082,13.1291
661.512,12.8927
661.942,13.681
662.371,13.5641
662.801,12.7669
663.23,12.3407
663.66,12.3333
664.089,12.7116
664.519,13.0902
664.948,12.6667
665.378,12.6667
665.808,12.6101
666.237,12.373
666.667,12.3333
667.096,12.3253
667.526,12.0625
667.955,11.2151
668.385,11.0732
668.814,11.6531
669.244,12.3276
669.674,12.0604
670.103,11.7175
670.533,12.0254
670.962,12.4536
671.392,13.1588
671.821,14.4255
672.251,16.1428
672.68,17.8883
673.11,18.8858
673.539,18.7094
673.969,17.7564
674.399,16.6155
674.828,16.1114
675.258,15.6758
675.687,14.5372
